id	rate
30091	4
39137	4
48127	4
51101	4
5101	4
29073	4
47069	4
19197	4
21203	4
22043	4
29177	4
30021	4
30059	4
32011	4
46003	4
1121	4
5069	4
17187	4
20073	4
21205	4
29179	4
31059	4
38081	4
40067	4
40133	4
47141	4
8009	4
13209	4
20157	4
27143	4
29079	4
31029	4
38083	4
48457	4
51111	4
18115	4
19063	4
19133	4
21099	4
31031	4
32017	4
46009	4
72089	4
18117	4
40073	4
40105	4
5043	4
13311	4
26051	4
26083	4
29151	4
48107	4
48287	4
1133	4
16085	4
29153	4
40009	4
40077	4
48003	4
48177	5
48289	5
51119	5
19071	5
37137	5
48249	5
49041	5
2016	5
2185	5
13221	5
38049	5
42023	5
46061	5
13147	5
13275	5
20137	5
21183	5
40015	5
47123	5
48473	5
55077	5
72023	5
8025	5
16059	5
17069	5
28095	5
29061	5
38055	5
48151	5
2198	5
5021	5
18133	5
28105	5
13119	5
27095	5
37043	5
51097	5
26131	5
30015	5
40059	5
54031	5
20029	5
20107	5
20197	5
21025	5
31021	5
31095	5
37015	5
40093	5
51175	5
51660	5
20065	5
20151	5
21161	5
22041	5
26071	5
29105	5
39171	5
47103	5
55121	5
56043	5
17185	5
28119	5
29139	5
31099	5
47071	5
47139	5
48131	5
5107	5
13129	5
20037	5
26141	5
27073	5
30101	5
46085	5
48165	5
48403	5
49027	5
54071	5
55061	5
1123	5
5003	5
12027	5
20003	5
21065	5
26013	5
28009	5
29013	5
29181	5
29221	5
46041	5
48319	5
1025	5
5037	5
8111	5
18149	5
26079	5
30065	5
47077	5
48169	5
17193	5
20007	5
20043	5
29185	5
38037	5
51045	5
1029	5
16083	5
17059	5
19067	5
19137	5
19171	5
31035	5
40107	5
46049	5
1065	5
19139	5
31003	5
48109	6
55135	6
72097	6
13271	6
28019	6
40011	6
1069	6
5121	6
29123	6
51125	6
2188	6
12041	6
13183	6
26123	6
28055	6
38009	6
48149	6
48297	6
55107	6
21081	6
31083	6
39097	6
48299	6
51167	6
5129	6
22067	6
37073	6
39067	6
13189	6
27063	6
29131	6
37075	6
39101	6
13017	6
13191	6
28065	6
28113	6
31093	6
38019	6
45087	6
20063	6
29135	6
42131	6
53013	6
16071	6
48161	6
51141	6
54101	6
18109	6
18143	6
20153	6
39077	6
47039	6
48233	6
48401	6
6091	6
18111	6
28007	6
39111	6
12093	6
13099	6
17151	6
22085	6
40135	6
54109	6
56017	6
5075	6
5149	6
13211	6
16079	6
37197	6
48103	6
21069	6
22121	6
27015	6
38091	6
41021	6
45033	6
48323	6
72091	6
22091	6
29085	6
55037	6
16015	6
17127	6
17159	6
19105	6
21221	6
2180	7
12037	7
16087	7
21225	7
42053	7
1035	7
8121	7
22027	7
27087	7
38099	7
19043	7
19075	7
28151	7
29125	7
48253	7
51091	7
2195	7
17135	7
18131	7
22031	7
31013	7
37109	7
27129	7
40087	7
49015	7
54059	7
72029	7
2068	7
28029	7
28107	7
29207	7
39069	7
40089	7
47167	7
5025	7
27065	7
27133	7
51137	7
55083	7
8033	7
13091	7
16035	7
22039	7
18107	7
20031	7
21127	7
56011	7
13293	7
16073	7
21061	7
28037	7
29215	7
41045	7
54069	7
5001	7
17149	7
18047	7
20115	7
30061	7
31101	7
51181	7
1057	7
17087	7
27043	7
47109	7
72143	7
13299	7
17191	7
31063	7
31159	7
40139	7
48459	7
55129	7
56019	7
72047	7
5041	7
13305	7
19065	7
29017	7
29049	7
29149	7
39149	7
40005	7
13105	7
17125	7
47049	7
49037	7
13075	7
27051	7
46015	7
19177	8
29121	8
48331	8
48377	8
19109	8
27023	8
31127	8
37173	8
51053	8
5089	8
29093	8
31043	8
19147	8
21115	8
28025	8
31045	8
31131	8
31185	8
39065	8
49013	8
55078	8
19047	8
30083	8
48051	8
13055	8
18007	8
18071	8
19051	8
21023	8
29069	8
31051	8
40023	8
46031	8
72071	8
19085	8
19157	8
30017	8
38067	8
2100	8
37121	8
39075	8
48093	8
49023	8
13023	8
19025	8
27071	8
29107	8
37123	8
72001	8
18177	8
22013	8
39175	8
48237	8
49029	8
72005	8
1059	8
37163	8
54043	8
17025	8
50009	8
51115	8
72011	8
1063	8
5081	8
17195	8
19035	8
22125	8
27081	8
27115	8
28137	8
41023	8
51193	8
54015	8
5011	8
17061	8
47083	8
49039	9
54017	9
5013	9
5047	9
38005	9
31041	9
41063	9
53001	9
55011	9
29059	9
39127	9
51057	9
2050	9
20095	9
37007	9
51131	9
13229	9
18165	9
37041	9
48259	9
55111	9
5057	9
40121	9
48155	9
29035	9
45053	9
48265	9
13195	9
17015	9
19087	9
28069	9
40063	9
46081	9
47135	9
21163	9
22077	9
28005	9
13199	9
21095	9
29109	9
45027	9
55125	9
56015	9
13169	9
21167	9
26143	9
13261	9
26047	9
48065	9
12133	9
13071	9
28013	9
29225	9
54013	9
54045	9
72051	9
13001	9
18023	9
18153	9
26149	9
30035	9
38093	9
40075	9
48465	9
18025	9
19069	9
20011	9
20085	9
45037	9
50013	10
17129	10
30039	10
19009	10
19041	10
21147	10
27121	10
46103	10
6011	10
16021	10
47057	10
54087	10
19183	10
47091	10
1075	10
54093	10
6049	10
13231	10
19187	10
22003	10
13237	10
19119	10
20191	10
48123	10
19053	10
39105	10
54099	10
5065	10
19023	10
47005	10
17017	10
19089	10
21131	10
22113	10
49025	10
12123	10
13025	10
16075	10
19091	10
28039	10
29011	10
45061	10
48455	10
8075	10
8109	10
31157	10
47145	10
48063	10
48365	10
13069	10
48239	10
31033	10
17157	10
38001	10
48175	10
54047	10
56023	10
30001	10
41025	10
35057	11
48179	11
21013	11
29057	11
39125	11
1005	11
55141	11
5093	11
17071	11
26127	11
31047	11
47061	11
72113	11
1011	11
13087	11
18135	11
21155	11
26129	11
46127	11
54029	11
18169	11
21055	11
36041	11
47033	11
5027	11
13019	11
17181	11
54065	11
28003	11
54067	11
48025	11
54005	11
54007	11
13297	11
37195	11
16045	11
54075	11
1095	11
8081	11
45071	11
13003	11
16051	11
29187	11
40111	12
4012	12
28149	12
29091	12
31007	12
36095	12
51089	12
1071	12
5091	12
13083	12
40049	12
54057	12
17039	12
51027	12
21053	12
28061	12
41037	12
8065	12
27001	12
27033	12
40091	12
72033	12
18041	12
28001	12
35007	12
29213	12
30057	12
46035	12
54035	12
5105	12
18175	12
19125	12
48361	12
51071	12
17051	12
29217	12
31155	12
37053	12
42105	12
46005	12
13131	12
22047	12
47013	12
21005	12
47115	12
13107	12
21177	12
40145	12
48467	13
45075	13
49007	13
17033	13
1037	13
28023	13
39129	13
47027	13
19079	13
27093	13
17041	13
26097	13
29167	13
2240	13
13241	13
31053	13
2261	13
29039	13
29137	13
48057	13
51103	13
40065	13
30023	13
53019	13
72003	13
5035	13
40001	13
12029	13
16009	13
39115	13
37165	13
48463	13
54077	13
18087	13
36121	13
55099	13
26117	13
13143	14
21011	14
29089	14
51197	14
30041	14
31177	14
47023	14
41031	14
47025	14
48077	14
51127	14
5019	14
39001	14
51025	14
51520	14
39131	14
48119	14
48189	14
48481	14
35006	14
47131	14
48089	14
51173	14
19021	14
24019	14
28067	14
37047	14
42067	14
48351	14
19055	14
5139	14
23021	14
12059	14
18079	14
19059	14
29143	14
47041	14
48363	14
37161	14
40069	14
45029	14
54041	14
8011	14
48321	14
12065	14
48033	14
6003	14
20125	14
21141	14
13313	14
21041	14
38003	14
19039	15
37171	15
20175	15
51021	15
17203	15
48219	15
37145	15
39161	15
13085	15
35003	15
12049	15
49017	15
55051	15
1113	15
5059	15
30089	15
37115	15
20149	15
5029	15
17145	15
18075	15
26137	15
16003	15
17147	15
18045	15
40097	15
28075	15
5071	15
18049	15
30027	15
48407	15
5113	15
31111	15
51155	15
48035	15
48373	15
18123	15
21107	15
26053	15
26085	15
29053	15
20087	16
51051	16
13007	16
21227	16
29025	16
56029	16
8055	16
27089	16
8091	16
55047	16
8027	16
19081	16
22069	16
45017	16
47129	16
53043	16
55081	16
12051	16
19019	16
37077	16
42065	16
55053	16
42099	16
22075	16
35041	16
37155	16
29041	16
51005	16
51105	16
31027	16
32013	16
18113	16
19095	16
17121	16
72007	16
48325	16
19037	16
35025	16
12003	17
45039	17
55041	17
27055	17
49009	17
17067	17
54023	17
17005	17
27091	17
42123	17
51169	17
27031	17
47171	17
48349	17
18009	17
37153	17
55085	17
26007	17
38077	17
19027	17
20001	17
51735	17
5145	17
21001	17
41049	17
12063	17
18151	17
20121	17
47079	17
55003	17
55067	17
36057	17
51195	18
40079	18
47053	18
55103	18
5125	18
42057	18
26029	18
27127	18
20057	18
17107	18
55113	18
20027	18
21121	18
27097	18
13157	18
39073	18
56009	18
39047	18
42109	18
16047	18
47113	18
21071	18
36123	18
40041	18
5049	19
48007	19
55075	19
35029	19
46065	19
13187	19
17105	19
46029	19
47031	19
16031	19
36073	19
37157	19
1021	19
13295	19
13171	19
40071	19
2150	19
19001	19
48067	19
13175	19
28015	19
54079	19
5085	20
37065	20
54051	20
6105	20
13079	20
17131	20
48147	20
19149	20
6051	20
21087	20
27035	20
26039	20
18077	20
22011	20
1055	20
26043	20
48409	20
51011	20
37167	20
54049	21
18027	21
39091	21
42087	21
38053	21
30009	21
2220	21
29169	21
30053	21
5063	21
13123	21
37079	21
39169	21
51139	21
18043	21
39107	21
12121	21
17049	21
45025	21
55123	21
13255	21
17023	21
22087	21
28011	21
47111	21
37199	21
31067	21
51083	21
4009	21
37169	21
27119	22
29023	22
39123	22
53003	22
12043	22
20055	22
27059	22
20099	22
37009	22
37111	22
56003	22
1079	22
56039	22
33007	22
46079	22
12119	22
21027	22
38025	22
22115	22
37193	22
27075	22
40033	22
47183	22
29147	22
1027	22
1127	22
22089	22
13033	22
13137	22
27149	22
37093	22
47081	22
72013	22
8083	22
18061	23
37011	23
38059	23
51099	23
28035	23
16039	23
45059	23
21133	23
26109	23
2130	23
27045	23
29015	23
16081	23
39053	23
20009	23
29186	23
31119	23
48001	23
13035	23
29119	23
32023	23
19179	24
24039	24
31079	24
54053	24
55045	24
29127	24
37039	24
41001	24
51093	24
8093	24
47029	24
48049	24
5023	24
18069	24
19017	24
21119	24
26001	24
1045	24
21195	24
6021	24
46033	24
29007	24
31025	24
36049	24
18147	24
21033	24
40101	24
48277	24
21003	24
39147	24
21101	24
35051	24
53059	24
27083	24
22057	25
27085	25
40147	25
12039	25
40013	25
19111	25
30007	25
37103	25
55013	25
18099	25
40019	25
29209	25
55115	25
22007	25
32007	25
51001	25
1017	25
26103	25
31023	25
17055	25
18083	25
22049	25
48073	26
45041	26
72061	26
12007	26
19181	26
26157	26
36033	26
54025	26
21051	26
42093	26
42127	26
4023	26
51185	26
19167	26
40035	26
47045	26
17057	26
20079	26
27147	26
36023	26
37061	26
51049	27
35027	27
37033	27
46019	27
48217	27
28057	27
35031	27
26063	27
48223	27
6115	27
17075	27
48159	27
48397	27
13159	27
21199	27
48451	27
1051	27
18145	27
21211	27
16049	27
48143	28
18093	28
26057	28
13223	28
19011	28
54055	28
18033	28
54027	28
18073	28
19121	28
26101	28
8071	28
17083	28
48199	28
17085	28
18017	28
48203	28
39051	28
8113	28
28081	28
39117	28
42111	28
6035	28
46013	28
49003	28
1033	29
25019	29
39059	29
54083	29
47059	29
53071	29
36101	29
13281	29
20059	29
51029	29
49019	29
17081	29
20113	29
27103	29
26011	29
27041	29
27141	29
35015	29
18053	29
30067	29
55035	29
40039	29
6069	29
19005	29
21009	29
26151	29
48291	30
13145	30
22097	30
26089	30
37141	30
39157	30
18031	30
13185	30
18001	30
17137	30
21089	30
55057	30
53051	30
37127	30
37029	30
21179	31
41061	31
42117	31
29159	31
48043	31
18065	31
26031	31
21021	31
39037	31
39135	31
19123	31
22009	31
51035	31
47043	31
13133	31
20005	31
48241	31
8049	31
47155	31
8085	32
1007	32
13011	32
42059	32
21083	32
30049	32
49051	32
51171	32
13285	32
22109	32
42035	32
45055	32
27039	32
51113	32
55095	32
1061	32
26113	32
42047	32
42083	32
54081	33
26023	33
40047	33
42061	33
42031	33
48015	33
56037	33
40125	33
54001	33
17183	33
48059	33
39143	33
24029	33
17123	33
47051	33
12075	34
39031	34
5053	34
56005	34
51031	34
47133	34
1049	34
8003	34
53049	34
24023	34
29009	34
47179	34
5033	34
19127	34
35047	34
51009	34
20161	34
40081	35
13009	35
48185	35
19115	35
55049	35
37113	35
45021	35
26105	35
42009	35
39145	35
5005	35
5009	35
1001	36
48005	36
54019	36
13151	36
48013	36
22105	36
48347	36
26035	36
20035	36
51073	36
13027	36
6063	36
37059	36
51191	36
39119	36
8015	36
42115	36
19045	37
19155	37
35009	37
39011	37
26041	37
20041	37
13103	37
31001	37
29055	38
51163	38
41065	38
42121	38
26159	38
8029	38
24047	38
37151	38
16069	38
27067	38
55023	38
18051	38
17027	38
18121	38
39087	38
41057	38
6103	39
21043	39
50015	39
20051	39
48471	39
17073	39
17177	39
18037	39
39013	39
8107	39
13213	39
19033	39
20017	40
50019	40
13115	40
21185	40
24011	40
40051	40
27131	40
39139	40
45057	40
47105	40
12023	40
17021	40
19129	40
51149	40
27017	40
5015	41
26155	41
37175	41
30047	41
45085	41
8043	41
23029	41
47015	41
5115	41
27049	41
53065	42
12107	42
49045	42
20021	42
53039	42
40021	42
49021	42
56013	42
22079	42
47107	42
19031	42
46011	42
51770	42
47017	42
48037	42
55007	43
13111	43
6043	43
17133	43
45043	43
17011	43
42097	43
56007	43
12055	43
37191	43
55031	43
48213	44
47119	44
18129	44
27061	44
29003	44
48485	44
1115	44
48273	44
23025	44
53025	44
4007	44
21103	44
13179	45
47055	45
1103	45
23007	45
26059	45
30081	45
6015	45
20143	45
48187	45
13095	45
37055	45
39081	45
36117	45
45031	45
36093	46
26027	46
17109	46
45023	46
50005	46
19099	46
27111	46
29051	46
55069	46
8051	47
46027	47
1043	47
26033	47
35005	47
37149	47
55019	47
48019	47
6027	47
53021	47
13029	47
34033	47
47117	47
39027	48
24041	48
36099	48
19057	48
22045	48
39015	48
48099	48
4001	48
12131	48
21035	48
42015	48
6005	48
13039	49
16053	49
42085	49
18029	49
40113	49
22001	49
56035	49
39167	49
37017	49
27007	49
39079	49
41033	50
21019	50
32001	50
29001	50
47063	50
72031	50
8007	50
16043	50
39019	50
40103	50
35053	50
45073	50
29029	51
39033	51
41015	51
42073	51
47073	51
55005	51
17095	51
45077	52
18095	52
18161	52
21047	52
48257	52
36037	52
22005	52
51065	52
21059	52
36115	52
13031	52
18021	52
21213	52
45001	52
17199	53
48145	53
8097	53
18173	53
48097	53
55029	53
39083	53
48071	54
47159	54
51630	54
31019	54
37045	54
26107	54
26111	54
41027	55
48469	55
48381	55
4017	55
8039	55
28045	55
51800	55
8119	56
29067	56
51067	56
51143	56
20155	56
32019	56
16013	56
24035	56
29021	56
21145	57
28089	57
27169	57
48441	57
53047	57
47007	57
54037	57
18015	57
8045	57
16011	57
27047	57
21151	58
32510	58
17141	58
35039	58
53017	58
37125	58
47147	58
6009	59
17001	59
42033	59
48231	59
26009	59
48135	59
40037	59
37099	60
42119	60
39039	60
55093	60
29113	60
55071	61
21113	61
48009	61
51063	61
36077	61
36017	61
51043	61
55001	61
21079	62
27025	62
17103	62
1077	62
26067	63
1019	63
37159	63
48209	63
34011	64
19193	64
27005	64
48171	64
24001	64
37013	65
17117	65
21073	65
27021	66
36031	66
25007	66
48235	66
55127	66
27079	66
56025	67
17063	67
35061	67
47087	67
72021	67
35035	67
36075	67
13127	67
33019	67
50011	67
1031	67
29027	68
29065	68
33003	68
18085	68
17099	69
38101	69
18067	69
26003	69
72127	69
48329	70
47089	70
1009	70
1015	70
35017	70
37031	70
55043	71
23013	71
53045	71
1117	71
42103	71
6101	71
13217	71
23003	72
40119	72
18167	72
30013	72
51740	72
54009	72
26055	73
55109	73
28059	73
23017	73
35045	73
42075	73
39021	73
29101	74
12089	74
13245	74
36003	75
48053	75
23023	75
54107	75
22063	76
29071	76
54033	76
42005	76
16017	77
17029	77
35028	78
26061	78
44001	78
13045	79
13113	79
36107	79
51033	79
37087	79
32029	80
24009	80
34041	80
20015	81
39029	81
27027	81
26073	81
38015	82
28071	82
40031	82
42107	82
6031	82
37035	83
40083	83
36039	83
36009	83
2122	83
37147	84
51095	84
47035	84
21031	84
47011	84
51047	84
28087	84
48375	85
8019	85
21049	85
20103	85
28031	85
22073	85
34009	86
42025	86
6109	86
13047	86
41035	86
42063	86
27171	86
32005	86
37049	86
21093	86
47187	86
13139	86
55039	87
16019	87
39063	87
36105	87
17091	87
30003	88
5051	88
36097	88
39007	88
17115	88
55131	88
26087	89
39003	89
41007	89
22019	89
48139	89
42021	90
50003	90
6093	90
8117	90
48183	91
39109	91
48181	92
21017	92
50021	92
47003	92
5031	92
2110	92
27009	92
26019	92
2170	92
13097	93
26015	93
6039	94
22017	94
26145	94
42013	94
40131	95
16005	95
23027	95
37003	96
53037	96
5131	96
1083	96
37189	96
36113	96
36035	97
23015	98
42037	98
46083	98
37097	98
48221	99
53007	99
39043	99
53015	99
13077	100
41009	100
19101	100
28121	101
30111	101
42051	101
40017	102
48091	102
20209	102
42081	102
47021	103
48479	103
24045	104
29031	104
33001	104
41071	104
51036	104
39089	104
56021	106
41059	106
6025	107
37019	107
53027	107
28049	108
42055	109
13013	109
24015	109
29097	110
36013	110
19061	110
39155	111
49043	111
51700	111
48245	112
55027	112
37023	112
38035	112
24043	113
47165	113
55117	113
37133	113
55139	114
51061	114
13021	115
54003	115
36051	115
21037	115
13215	115
55073	116
18091	117
48021	117
47125	118
51199	119
55021	119
28033	119
29043	119
18059	120
13153	120
18005	120
37089	120
47047	120
56001	123
39005	123
36019	123
27013	123
55055	124
51177	124
24037	125
5087	125
48423	125
50017	125
16057	125
51023	125
29037	125
41011	126
36025	126
55015	127
54011	127
26025	128
55017	128
27145	128
20061	129
51650	129
53077	129
48309	129
23001	129
17201	130
26091	130
47163	130
2090	130
36043	130
55033	130
53009	131
8037	131
9015	131
19169	132
8014	132
46099	132
15007	133
12017	133
51161	134
1003	134
53075	135
36045	135
18055	135
17161	136
8067	136
41041	136
42019	136
45003	136
48251	137
17077	137
10001	137
36089	137
45083	138
48031	138
19015	139
30043	140
35055	140
19049	141
41017	141
55097	141
55105	142
50023	143
17179	143
1081	143
48061	143
36053	143
26147	143
41053	143
37179	144
53041	144
50027	144
29165	145
8101	145
50001	145
26075	146
19013	147
51069	147
6033	147
51179	148
51075	148
12113	149
10005	149
37071	150
50025	150
49053	150
26017	150
51015	150
1101	151
23009	151
26045	151
46093	151
37069	152
4015	152
37085	152
39009	153
44005	153
36015	154
12061	154
53031	155
16027	155
39165	155
45013	156
12087	156
4027	156
47019	156
24017	157
28047	157
26021	157
42039	158
51165	160
21029	160
51019	161
1125	161
30029	162
45051	164
12053	164
26139	164
27139	164
42007	164
53055	164
22015	165
18163	167
42125	167
42001	167
51085	168
36069	168
12035	168
42129	169
48367	170
39085	170
27019	170
36079	171
17093	171
41043	172
35043	174
17007	175
39173	178
53029	178
21015	179
21117	179
12091	180
54039	180
8077	180
55063	181
47001	182
22055	182
17167	183
6047	183
12015	183
39023	183
18127	184
33005	185
45091	185
36065	186
23011	186
36021	187
19163	188
17143	189
6107	192
12019	192
37051	194
18081	194
4003	194
5143	195
12005	196
51550	196
45007	197
18019	197
55101	198
37001	199
48355	199
18011	200
5045	200
8123	201
55089	203
12097	204
41019	205
4021	207
20177	208
18063	209
13073	209
42089	210
39055	211
18035	212
33009	212
16055	213
47009	213
42095	215
44003	216
26115	216
17163	219
31153	220
17037	221
17119	222
22103	223
42079	223
6089	224
18013	225
17111	226
44009	226
26121	227
12111	227
54061	227
39103	227
48039	229
18105	230
49005	232
13063	233
48215	234
36063	235
29099	235
48027	235
38017	236
34037	237
55059	237
33013	237
23019	238
55087	239
33017	239
48303	240
13015	240
9005	241
34015	243
18141	243
39045	243
27109	246
39099	247
12085	247
45015	248
24013	249
37101	250
51510	250
42069	253
51760	253
5007	255
42049	257
36011	258
30031	261
18039	263
49057	263
1097	263
27137	266
41013	272
35013	272
37135	273
53005	274
6055	275
45063	275
12109	278
55009	280
37057	282
12083	283
37067	286
39025	289
9013	290
19113	292
34019	295
24025	296
45079	303
51710	303
26093	305
25003	305
26065	307
26005	307
47149	308
39151	309
51121	310
30063	310
29047	310
13117	311
9007	311
22051	311
26037	312
48167	312
48055	313
12021	314
36083	315
12081	319
37129	319
6017	320
23031	325
17197	328
53057	331
42041	334
4005	334
6099	336
34001	339
27163	342
39133	344
13059	348
15009	350
48041	351
9011	352
4025	355
36007	358
48491	361
5119	363
48339	365
42043	365
39093	367
17113	375
6045	377
42133	377
6057	377
25001	378
42027	379
55133	379
29077	380
12069	383
22033	385
36087	389
12033	390
13051	393
12105	395
6077	396
15001	396
51087	400
18003	406
36091	406
39153	410
39057	411
34031	414
18089	416
18157	420
47065	423
39041	427
20045	427
37025	429
48141	432
34035	433
26077	434
29019	441
36085	444
45045	449
49011	450
39095	456
39017	457
8035	458
12101	459
36109	467
29183	467
1089	468
21067	470
24021	471
34029	473
42077	473
36071	475
6113	478
6007	479
34039	479
26049	484
25013	485
51041	486
19103	486
25011	495
12127	496
39113	497
36027	504
51810	506
40027	506
25015	509
41047	512
42071	514
41003	516
36111	516
20173	520
31109	533
45019	534
6023	536
13057	553
37081	553
12115	556
6029	557
12071	564
6061	565
24027	572
2020	573
1073	573
33015	573
51003	579
42011	584
34021	587
29510	593
40109	598
25023	603
12117	604
25005	608
12073	611
32031	617
34007	618
17019	627
51153	631
40143	631
47093	632
35049	635
50007	639
19153	641
17089	641
6095	645
53035	647
36067	653
6053	653
34005	660
48157	661
27003	663
53073	674
37037	692
51107	693
24510	695
18057	703
47157	718
22071	727
24033	732
8059	734
27037	734
12001	735
6019	740
13135	740
53067	741
34025	750
41029	762
36005	777
12009	778
37021	785
10003	788
44007	793
31055	801
6079	818
23005	823
33011	824
36001	850
34017	860
42045	864
53063	865
34027	870
48121	877
16001	901
26099	909
12031	921
34013	923
53011	923
51013	927
24003	936
37119	943
37063	947
26081	948
18097	965
29095	978
20091	983
8069	1027
17097	1042
34023	1049
49049	1059
15003	1080
21111	1093
9003	1116
13067	1124
6083	1128
25027	1130
42029	1135
