"12527","36027","1"
"72415","5075","1"
"87101",\N,"1"
"72541",\N,"1"
"3378",\N,"1"
"39153","28129","1"
"12735",\N,"1"
"96848",\N,"1"
"72675","5089","1"
"3579","23017","1"
"87512","35055","1"
"12863","36091","1"
"87839",\N,"1"
"49268","26091","1"
"30808","13189","1"
"73019","40027","1"
"88039","35003","1"
"31019","13175","1"
"21324",\N,"1"
"97252",\N,"1"
"31085","13159","1"
"88475",\N,"1"
"21588",\N,"1"
"73234",\N,"1"
"21668","24035","1"
"4261","23017","1"
"21758","24021","1"
"31565","13039","1"
"73859","40043","1"
"21836",\N,"1"
"49753","26007","1"
"60950","17091","1"
"31735","13261","1"
"89311","32033","1"
"49847","26109","1"
"40671",\N,"1"
"31885",\N,"1"
"22122",\N,"1"
"40989",\N,"1"
"13628","36045","1"
"89720",\N,"1"
"13681","36089","1"
"22393",\N,"1"
"77240",\N,"1"
"13797","36007","1"
"74770",\N,"1"
"4903",\N,"1"
"61477","17057","1"
"41510",\N,"1"
"90103",\N,"1"
"22663","51043","1"
"77383",\N,"1"
"41777","21131","1"
"90233",\N,"1"
"50530","19015","1"
"42045","21139","1"
"5107",\N,"1"
"90300",\N,"1"
"61929","17147","1"
"42456","21107","1"
"90783",\N,"1"
"23186",\N,"1"
"51441","19047","1"
"77767",\N,"1"
"14555","36117","1"
"51577","19155","1"
"32762",\N,"1"
"75416","48277","1"
"52100",\N,"1"
"62421","17033","1"
"78026","48013","1"
"14722","36013","1"
"23490",\N,"1"
"43155","39045","1"
"14805","36097","1"
"75603","48183","1"
"14858","36101","1"
"75691","48365","1"
"52551","19177","1"
"43343","39021","1"
"91609",\N,"1"
"23934","51037","1"
"62914","17003","1"
"75962","48347","1"
"63001",\N,"1"
"78480",\N,"1"
"78576","48215","1"
"24245","51169","1"
"78622","48055","1"
"53157",\N,"1"
"63254",\N,"1"
"78663","48031","1"
"6793","9005","1"
"15502","42111","1"
"76351","48009","1"
"53434",\N,"1"
"76486","48237","1"
"92172",\N,"1"
"24657","51027","1"
"78880","48137","1"
"44194",\N,"1"
"15732","42005","1"
"33500",\N,"1"
"92249","6025","1"
"24954","54075","1"
"53585","55105","1"
"44254","39103","1"
"7096",\N,"1"
"53803","55065","1"
"79248","48101","1"
"44317",\N,"1"
"16030","42019","1"
"77000",\N,"1"
"7360",\N,"1"
"92412",\N,"1"
"25444","54027","1"
"25665",\N,"1"
"54159","55075","1"
"79845","48377","1"
"16392",\N,"1"
"25882","54109","1"
"64767","29217","1"
"44802","39063","1"
"7752",\N,"1"
"80028",\N,"1"
"45046",\N,"1"
"16927","42105","1"
"92918",\N,"1"
"26808","54027","1"
"80270",\N,"1"
"27049",\N,"1"
"65638","29067","1"
"93227",\N,"1"
"65722","29059","1"
"45378","39135","1"
"54741","55019","1"
"34496",\N,"1"
"8242","34009","1"
"80544","8013","1"
"27411",\N,"1"
"93483",\N,"1"
"55020","27139","1"
"27702",\N,"1"
"81077","8089","1"
"45871","39011","1"
"97522","41029","1"
"93716",\N,"1"
"66644",\N,"1"
"9059",\N,"1"
"27950","37053","1"
"66857","20031","1"
"17518","42071","1"
"46105","18133","1"
"9363",\N,"1"
"34",\N,"1"
"46165","18063","1"
"97886","41059","1"
"35254","1073","1"
"9803",\N,"1"
